Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Commune,Venue,Venue Id,Venue Likes,Venue Latitude,Venue Longitude,Venue Category
Urbanización Ciudad Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Juan Valdez Café,53a4b846498e35d5abb223eb,48,3.3643985317117338,-76.53392617742965,Coffee Shop
Urbanización Ciudad Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Mister Wings,525c661a11d24a7bb38ec4fe,110,3.364481517527786,-76.53568941652918,Wings Joint
Urbanización Ciudad Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Tortelli,4d05131b0e49721e9d67747f,45,3.3646393344302603,-76.53420630786773,Italian Restaurant
Urbanización Ciudad Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",El Obelisco,51e20cfa498e8fc6b173739f,55,3.3648543755857276,-76.5356896312165,Restaurant
Urbanización Ciudad Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Palmas Mall,4c26a755136d20a16ccce561,33,3.36464861306421,-76.53424496710154,Shopping Mall
Urbanización Ciudad Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Cuuc | Juice and Food,506471a1e4b0974e7c3088f9,113,3.364142690976436,-76.53354887465802,Sandwich Place
Urbanización Ciudad Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Tosta Todo,56e37c54cd10a13a7a81bb8f,6,3.3644877239361386,-76.5354531836628,Restaurant
Urbanización Ciudad Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Pampa Malbec,51b62b7f498e84fba2d16217,12,3.364477,-76.533505,Argentinian Restaurant
Urbanización Ciudad Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Absenta Ciudad Jardin,4e9a523e4901d3b0b6e514a4,100,3.3645595397312262,-76.53485605315296,Cocktail Bar
Urbanización Ciudad Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Archie`s,4cc3863801fb236a2773a6ba,53,3.364670855523931,-76.53409755413448,Italian Restaurant
Urbanización Ciudad Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",bioway,55709ce8498e9ea78689b241,13,3.36393,-76.533683,Vegetarian / Vegan Restaurant
Urbanización Ciudad Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Mr. Wings,525de7d511d26e457a776434,10,3.3645081191175032,-76.5356711054385,Wings Joint
Urbanización Ciudad Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Joshua Café Irlandés,533637a7498e9cb4418c622f,32,3.3644324090240576,-76.53382261726686,Pub
Urbanización Ciudad Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",La Pizzeria Estelar,504a96d5e4b0720195afa258,8,3.3642912624852785,-76.53333132299372,Pizza Place
Urbanización Ciudad Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Enoteca Salvatore Piccolo,5213ce5611d24d9a1b337be0,7,3.364214,-76.533682,Restaurant
Urbanización Ciudad Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Smoothie Land,55ece5b6498eda28014fb5d9,7,3.3646508477476442,-76.53518933120966,Juice Bar
Urbanización Ciudad Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Chef Burguer Ciudad Jardín,583e212418384c732ecef06b,9,3.364530663637619,-76.53470198603999,Burger Joint
Urbanización Ciudad Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",El Café del Sol,4c44f8eff0bdd13acc65cacc,47,3.364636,-76.534173,Restaurant
Urbanización Ciudad Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Kiva Cocina de origen,51fc6586498ea3afdda5ee1a,9,3.364257,-76.535332,Restaurant
Urbanización Ciudad Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Dolce Stella,4eaffb27f7900d57e499b051,15,3.364495,-76.53338,Café
Altos de Ciudad de Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Juan Valdez Café,53a4b846498e35d5abb223eb,48,3.3643985317117338,-76.53392617742965,Coffee Shop
Altos de Ciudad de Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Mister Wings,525c661a11d24a7bb38ec4fe,110,3.364481517527786,-76.53568941652918,Wings Joint
Altos de Ciudad de Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Tortelli,4d05131b0e49721e9d67747f,45,3.3646393344302603,-76.53420630786773,Italian Restaurant
Altos de Ciudad de Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",El Obelisco,51e20cfa498e8fc6b173739f,55,3.3648543755857276,-76.5356896312165,Restaurant
Altos de Ciudad de Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Palmas Mall,4c26a755136d20a16ccce561,33,3.36464861306421,-76.53424496710154,Shopping Mall
Altos de Ciudad de Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Cuuc | Juice and Food,506471a1e4b0974e7c3088f9,113,3.364142690976436,-76.53354887465802,Sandwich Place
Altos de Ciudad de Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Tosta Todo,56e37c54cd10a13a7a81bb8f,6,3.3644877239361386,-76.5354531836628,Restaurant
Altos de Ciudad de Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Pampa Malbec,51b62b7f498e84fba2d16217,12,3.364477,-76.533505,Argentinian Restaurant
Altos de Ciudad de Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Absenta Ciudad Jardin,4e9a523e4901d3b0b6e514a4,100,3.3645595397312262,-76.53485605315296,Cocktail Bar
Altos de Ciudad de Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Archie`s,4cc3863801fb236a2773a6ba,53,3.364670855523931,-76.53409755413448,Italian Restaurant
Altos de Ciudad de Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",bioway,55709ce8498e9ea78689b241,13,3.36393,-76.533683,Vegetarian / Vegan Restaurant
Altos de Ciudad de Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Mr. Wings,525de7d511d26e457a776434,10,3.3645081191175032,-76.5356711054385,Wings Joint
Altos de Ciudad de Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Joshua Café Irlandés,533637a7498e9cb4418c622f,32,3.3644324090240576,-76.53382261726686,Pub
Altos de Ciudad de Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",La Pizzeria Estelar,504a96d5e4b0720195afa258,8,3.3642912624852785,-76.53333132299372,Pizza Place
Altos de Ciudad de Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Enoteca Salvatore Piccolo,5213ce5611d24d9a1b337be0,7,3.364214,-76.533682,Restaurant
Altos de Ciudad de Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Smoothie Land,55ece5b6498eda28014fb5d9,7,3.3646508477476442,-76.53518933120966,Juice Bar
Altos de Ciudad de Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Chef Burguer Ciudad Jardín,583e212418384c732ecef06b,9,3.364530663637619,-76.53470198603999,Burger Joint
Altos de Ciudad de Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",El Café del Sol,4c44f8eff0bdd13acc65cacc,47,3.364636,-76.534173,Restaurant
Altos de Ciudad de Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Kiva Cocina de origen,51fc6586498ea3afdda5ee1a,9,3.364257,-76.535332,Restaurant
Altos de Ciudad de Jardín,3.363480000000038,-76.53549999999996,"22, Cali, Colombia",Dolce Stella,4eaffb27f7900d57e499b051,15,3.364495,-76.53338,Café
La Bocha,3.3328900000000203,-76.53721999999993,"22, Cali, Colombia",Parque De Las Garzas,4d98d353647d8cfa464bf93d,10,3.332568620779479,-76.53649189662357,Lake
La Bocha,3.3328900000000203,-76.53721999999993,"22, Cali, Colombia",Colegio Campestre Anglo Hispano,4e5256d4d22d41fba79fb8c0,0,3.3328574,-76.5398249,School
Bochalema,3.3328900000000203,-76.53721999999993,"22, Cali, Colombia",Parque De Las Garzas,4d98d353647d8cfa464bf93d,10,3.332568620779479,-76.53649189662357,Lake
Bochalema,3.3328900000000203,-76.53721999999993,"22, Cali, Colombia",Colegio Campestre Anglo Hispano,4e5256d4d22d41fba79fb8c0,0,3.3328574,-76.5398249,School
Parcelaciones Pance,3.3464200000000233,-76.53620999999998,"22, Cali, Colombia",Sala de Investigación Multimedia: ACUARIO,553822bf498e98287c5ffb9f,0,3.3445924083762395,-76.5375926974247,Ice Cream Shop
Urbanización Río Lili,3.3650100000000407,-76.52761999999996,"22, Cali, Colombia",Bodytech,4d1947a6c2782d432789bbb0,95,3.3669226480808194,-76.52770854075156,Gym
Urbanización Río Lili,3.3650100000000407,-76.52761999999996,"22, Cali, Colombia",Falabella,4fe10664e4b0bb952f0bb15a,48,3.367227649207981,-76.52707974219663,Furniture / Home Store
Urbanización Río Lili,3.3650100000000407,-76.52761999999996,"22, Cali, Colombia",Xocolata Café & Pan,536fd801498ee2f0d5b0595c,6,3.3662076967910606,-76.52809163045202,Breakfast Spot
Urbanización Río Lili,3.3650100000000407,-76.52761999999996,"22, Cali, Colombia",La Trattorina - Jardin Plaza,568eac58498e15c4cacd05b7,10,3.36730441182663,-76.5270952371813,Italian Restaurant
Urbanización Río Lili,3.3650100000000407,-76.52761999999996,"22, Cali, Colombia",C.A.F. El Molino,4e78de191f6ecf8d36c2ef9c,20,3.364267112962245,-76.52903181671351,Gym
Urbanización Río Lili,3.3650100000000407,-76.52761999999996,"22, Cali, Colombia",Starbucks,5a3e71079deb7d432fc11a1c,11,3.3675912215930457,-76.52722296248194,Coffee Shop
Urbanización Río Lili,3.3650100000000407,-76.52761999999996,"22, Cali, Colombia",Oaxxaca,56eda9d9498e3aa68467630c,4,3.367607998045733,-76.52709801442752,Restaurant
Alférez Real,3.389970000000062,-76.54796999999996,"22, Cali, Colombia",Alvolo Pizza & Pasta,4e239936a80968cf3e5617d8,1,3.391291464114728,-76.54666185379028,Pizza Place
Alférez Real,3.389970000000062,-76.54796999999996,"22, Cali, Colombia",Supermercado Superinter,4db1a32c0cb6442b2ecd76d9,3,3.391645,-76.549129,Department Store
Ciudad Campestre,3.3699000000000296,-76.53944999999999,"22, Cali, Colombia",Crepes & Waffles,4d67049f6d6a236a6d892c2a,155,3.3693811442368604,-76.53707908114762,Creperie
Ciudad Campestre,3.3699000000000296,-76.53944999999999,"22, Cali, Colombia",Golf Club,4e2537a962e12f2b95e5e72e,7,3.3710384087975505,-76.54098529257134,Resort
Ciudad Campestre,3.3699000000000296,-76.53944999999999,"22, Cali, Colombia",Sansai Wok,4e36db75b0fb59390ead61d2,12,3.3687034692320847,-76.53711856312196,Sushi Restaurant
Ciudad Campestre,3.3699000000000296,-76.53944999999999,"22, Cali, Colombia",Juan Valdez Café,4ecab9002da5cc0a1f417f75,3,3.37104876413935,-76.539071707297,Coffee Shop
Ciudad Campestre,3.3699000000000296,-76.53944999999999,"22, Cali, Colombia",Sanissimo,50ca1735e4b0f94e0e51f250,30,3.369685052831156,-76.53704668573242,Vegetarian / Vegan Restaurant
Ciudad Campestre,3.3699000000000296,-76.53944999999999,"22, Cali, Colombia",Zahavi Pasteleria Reposteria Gourmet,4e63960eb993678bb6fd6c6b,23,3.3700878341129212,-76.53934164270395,Bakery
Ciudad Campestre,3.3699000000000296,-76.53944999999999,"22, Cali, Colombia",Hotel NH Cali Royal,4fc9860ae4b02595bb06d957,30,3.371057226695027,-76.53893310793121,Hotel
Ciudad Campestre,3.3699000000000296,-76.53944999999999,"22, Cali, Colombia",Duque's Taller De Pizzas,50cd3127e4b01278989fba6e,8,3.3691961421902055,-76.537084636684,Pizza Place
Ciudad Campestre,3.3699000000000296,-76.53944999999999,"22, Cali, Colombia",Pepe Ganga,4cf18e807bf3b60ce481607f,25,3.3706095067962063,-76.53756729441183,Department Store
Ciudad Campestre,3.3699000000000296,-76.53944999999999,"22, Cali, Colombia",ONE O ONE Sushi Bar,4f90d17fe4b04c93d51660ee,12,3.369007139146305,-76.53697838270753,Japanese Restaurant
Ciudad Campestre,3.3699000000000296,-76.53944999999999,"22, Cali, Colombia",Mr Bross,4e602901fa76cd64cd3f2ce3,7,3.3691034295691225,-76.53709237708618,Fast Food Restaurant
Ciudad Campestre,3.3699000000000296,-76.53944999999999,"22, Cali, Colombia",Carulla,4d39a9f8fa736ea889b10e8a,33,3.37153110289013,-76.53859587856162,Supermarket
Ciudad Campestre,3.3699000000000296,-76.53944999999999,"22, Cali, Colombia",D'Toluca,55a7eb96498edf2ed9c6d7a2,7,3.3692172332131527,-76.53722011974389,Mexican Restaurant
Ciudad Campestre,3.3699000000000296,-76.53944999999999,"22, Cali, Colombia",Wings America,581cfab0afe101726816f269,5,3.3691240886089973,-76.53709977865219,American Restaurant
Ciudad Pacífica,3.3328900000000203,-76.53721999999993,"22, Cali, Colombia",Parque De Las Garzas,4d98d353647d8cfa464bf93d,10,3.332568620779479,-76.53649189662357,Lake
Ciudad Pacífica,3.3328900000000203,-76.53721999999993,"22, Cali, Colombia",Colegio Campestre Anglo Hispano,4e5256d4d22d41fba79fb8c0,0,3.3328574,-76.5398249,School
Barrio Plaza Ñuñoa,-33.46170943237828,-70.58549728537099,"Ñuñoa, Santiago de Chile",Los Pincheira,4b5a2e72f964a5207fb228e3,136,-33.4617441726923,-70.58469672921225,Hot Dog Joint
Barrio Plaza Ñuñoa,-33.46170943237828,-70.58549728537099,"Ñuñoa, Santiago de Chile",Panaderia Los Cerezos,4dc6bb0c45dd264552906c53,10,-33.462374394060554,-70.58707603011416,Bakery
Barrio Plaza Ñuñoa,-33.46170943237828,-70.58549728537099,"Ñuñoa, Santiago de Chile",Botilleria Unicornio Azul,4f3ec652e4b0a793b31b99e2,2,-33.462363309362935,-70.58718641144095,Food & Drink Shop
Barrio Plaza Ñuñoa,-33.46170943237828,-70.58549728537099,"Ñuñoa, Santiago de Chile",Il Pollo Italiano,4e29a898e4cd6c6cb3535765,0,-33.4619682481631,-70.58459534859183,Fast Food Restaurant
Barrio Diego de Almagro,-33.43796307252103,-70.57951919268085,"Ñuñoa, Santiago de Chile",Ubuntú Café,54037fe2498eecf09b2b740c,54,-33.43811933320393,-70.57812847735529,Coffee Shop
Barrio Diego de Almagro,-33.43796307252103,-70.57951919268085,"Ñuñoa, Santiago de Chile","Amasanderia, Pasteleria y Minimarket ""Rosita""",4de6adb4d4c0294e3afb6980,10,-33.43676442112591,-70.58187416137123,Bakery
Barrio Diego de Almagro,-33.43796307252103,-70.57951919268085,"Ñuñoa, Santiago de Chile",Shizun Nikkei & Sushi Tobalaba,563409ca498e5e231985e6a9,13,-33.436362,-70.577864,Asian Restaurant
Barrio Diego de Almagro,-33.43796307252103,-70.57951919268085,"Ñuñoa, Santiago de Chile",Plaza Augusto D'halmar,4e2f1933fa7614797ddff346,39,-33.437200373181106,-70.57778114286185,Park
Barrio Diego de Almagro,-33.43796307252103,-70.57951919268085,"Ñuñoa, Santiago de Chile",extreme fit,55044b38498e9fea32b025d2,8,-33.43679973903187,-70.57667444805635,Gym / Fitness Center
Barrio Diego de Almagro,-33.43796307252103,-70.57951919268085,"Ñuñoa, Santiago de Chile",Pasteleria Francesa Délice,55d4f53d498ee25b6a16c4bd,11,-33.43642651200956,-70.57773006797335,Coffee Shop
Barrio Diego de Almagro,-33.43796307252103,-70.57951919268085,"Ñuñoa, Santiago de Chile",salcobrand,561ea882498eb1a3e5bc06de,1,-33.43633094558746,-70.57783295983567,Pharmacy
Barrio Diego de Almagro,-33.43796307252103,-70.57951919268085,"Ñuñoa, Santiago de Chile",Paradero PD467,4f3ce94ae4b04e058bb08236,0,-33.43635719271595,-70.57814668092331,Bus Station
Barrio Amapolas,-33.44034868439232,-70.57396842198015,"Ñuñoa, Santiago de Chile",Daniel's Bakery & Cafe,54f74ae5498eee4886896a72,272,-33.4401784731176,-70.5766799461946,Pie Shop
Barrio Amapolas,-33.44034868439232,-70.57396842198015,"Ñuñoa, Santiago de Chile",Ying Feng,4de3d7abd4c07044058d4c28,6,-33.438263789501924,-70.57391881942749,Chinese Restaurant
Barrio Amapolas,-33.44034868439232,-70.57396842198015,"Ñuñoa, Santiago de Chile",Gangas,4f5b75e6e4b0cfc5e0cbb98f,23,-33.438290648496725,-70.57361841201782,Tree
Barrio Amapolas,-33.44034868439232,-70.57396842198015,"Ñuñoa, Santiago de Chile",Feria Tobalaba,4ce7eed6595cb1f7c793c514,27,-33.4394730980281,-70.57209880092353,Farmers Market
Barrio Amapolas,-33.44034868439232,-70.57396842198015,"Ñuñoa, Santiago de Chile",Restaurant Piedra Noble,5160562de4b0e63c72f3645b,5,-33.43915866741301,-70.57317940731068,Fast Food Restaurant
Barrio Amapolas,-33.44034868439232,-70.57396842198015,"Ñuñoa, Santiago de Chile",Supermercado La Verbena,4bf46ac9354e9c7489be2602,8,-33.43865071456813,-70.57483517064858,Grocery Store
Barrio Amapolas,-33.44034868439232,-70.57396842198015,"Ñuñoa, Santiago de Chile",Big John Av.Ossa,4bcf5eb3b221c9b624e7d1d0,0,-33.441948372269174,-70.57344084399038,Grocery Store
Barrio Amapolas,-33.44034868439232,-70.57396842198015,"Ñuñoa, Santiago de Chile",Metro Príncipe de Gales,4b6386cbf964a520f4802ae3,17,-33.439019848130826,-70.57298510489126,Metro Station
Barrio Amapolas,-33.44034868439232,-70.57396842198015,"Ñuñoa, Santiago de Chile",Big Sandwich,4e06525f1838eb15aefa630e,2,-33.43856838105165,-70.57339436636839,Fast Food Restaurant
Barrio Amapolas,-33.44034868439232,-70.57396842198015,"Ñuñoa, Santiago de Chile",Parada 6 | Metro Príncipe de Gales (PD407),502fc35de4b0265f8ba40269,0,-33.43785195054054,-70.5731463432312,Bus Station
Barrio Pucará,-33.445044962430856,-70.58254990753836,"Ñuñoa, Santiago de Chile",Patagonia Sushi & Cevicheria,5692f98f498e604b3c266612,7,-33.446637,-70.581875,Asian Restaurant
Barrio Pucará,-33.445044962430856,-70.58254990753836,"Ñuñoa, Santiago de Chile",Panaderia Pan y Miel,4c1959b06a21c9b67272ca97,46,-33.44471021250742,-70.58134702382435,Bakery
Barrio Pucará,-33.445044962430856,-70.58254990753836,"Ñuñoa, Santiago de Chile",Sweet Shop,4ccc90ed09b1b713ad7ddba6,7,-33.44455449358156,-70.58566624539576,Dessert Shop
Barrio Pucará,-33.445044962430856,-70.58254990753836,"Ñuñoa, Santiago de Chile",Cafe Mediterraneo,4b9578bcf964a52050a434e3,48,-33.44672089742982,-70.58320840460043,Café
Barrio Pucará,-33.445044962430856,-70.58254990753836,"Ñuñoa, Santiago de Chile",Chang Ming,4d8239c9d95df04d279c52bc,1,-33.444603,-70.582111,Chinese Restaurant
Barrio Pucará,-33.445044962430856,-70.58254990753836,"Ñuñoa, Santiago de Chile",MioSushi,511aaa38e4b01dae760b3434,0,-33.444572034264006,-70.58141750203407,Asian Restaurant
Barrio Pucará,-33.445044962430856,-70.58254990753836,"Ñuñoa, Santiago de Chile",Almacen del Nelson,4d96001c744f370461bbae57,1,-33.44477575174397,-70.58113864067721,Grocery Store
Barrio Pucará,-33.445044962430856,-70.58254990753836,"Ñuñoa, Santiago de Chile",Emporio Animal,4d7e532de7e1721ea268de0b,3,-33.444685636702935,-70.58570497580867,Pet Store
Barrio Parque Botánico,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",La Finestra,5215510011d2380fd1ffce9e,310,-33.45567369384937,-70.5947764348526,Italian Restaurant
Barrio Parque Botánico,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",Fuente Suiza,4b5884e3f964a520c55b28e3,925,-33.45525860794065,-70.5960106773589,Sandwich Place
Barrio Parque Botánico,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",La Vinocracia,55f75a0e498e709df422013f,91,-33.45513017666054,-70.59472778942035,Wine Bar
Barrio Parque Botánico,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",Teatro Universidad Católica,4c9e90422fb1a143f7f0eb40,149,-33.45494448727658,-70.59404909820411,Theater
Barrio Parque Botánico,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",Pasteleria Maffi,4e79ee92ae60757c757732d7,24,-33.45531969492879,-70.5917067355486,Cupcake Shop
Barrio Parque Botánico,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",La Destileria,4d7acd7b51a3a093cc689bb3,422,-33.4537242342717,-70.59304550910485,Distillery
Barrio Parque Botánico,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",Rock&Guitarras,4ce851e3baa6a1cdad462d6c,11,-33.4564400306619,-70.59533229219622,Rock Club
Barrio Parque Botánico,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",Gimnasio Club Ñuñoa Plaza,4f6752efe4b08383b42d5e13,40,-33.453909339239694,-70.59244937369364,Gym
Barrio Parque Botánico,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",Sajj Comida Árabe,55457d48498e6f518bcbcfde,81,-33.455165586077115,-70.59651254947521,Middle Eastern Restaurant
Barrio Parque Botánico,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",La Batuta,4b5a845ff964a52044c928e3,278,-33.45467205221149,-70.59433970181026,Rock Club
Barrio Parque Botánico,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",Uncle Fletch,56e8a77bcd10addfbede23c8,198,-33.453905855037874,-70.59377287698642,Burger Joint
Barrio Parque Botánico,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",La Huamantanga - Fuente Peruana,5b5cb621826444003927a93c,10,-33.455181,-70.596909,Sandwich Place
Barrio Parque Botánico,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",La Batuta,4f597530e4b02c05d9df077e,13,-33.45467945146016,-70.59430305062796,Concert Hall
Barrio Parque Botánico,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",Mr. Fish,50dc7ba4e4b0add0e0f67972,298,-33.45512956784755,-70.59710354574817,Fish & Chips Shop
Barrio Parque Botánico,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",Panatura,5692d6d0498eb438cda32287,19,-33.455017588533366,-70.59707232313566,Vegetarian / Vegan Restaurant
Barrio Parque Botánico,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",Como En Lima,4ca69b1db0b8236a944fa1e6,94,-33.45456194657859,-70.59322754163135,Peruvian Restaurant
Barrio Parque Botánico,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",Salas 214,4c197604838020a11fd6e561,16,-33.4530630191147,-70.5931984391822,Concert Hall
Barrio Parque Botánico,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",La Taverna della Piazza,4b5399abf964a5201ea427e3,138,-33.455274049521336,-70.59304549993107,Italian Restaurant
Barrio Parque Botánico,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",Helados Filippo,4be6fc728a8cb7135e88c4a0,80,-33.45529747588973,-70.59424521308082,Ice Cream Shop
Barrio Parque Botánico,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",Taxco,4b982e1bf964a520f13135e3,116,-33.45371413631455,-70.59371139396141,Mexican Restaurant
Barrio Montenegro,-33.44489516183895,-70.58454131267017,"Ñuñoa, Santiago de Chile",Sweet Shop,4ccc90ed09b1b713ad7ddba6,7,-33.44455449358156,-70.58566624539576,Dessert Shop
Barrio Montenegro,-33.44489516183895,-70.58454131267017,"Ñuñoa, Santiago de Chile",Parque Botánico,4b8ed1f5f964a5200c3933e3,50,-33.44549512157081,-70.58630916969572,Plaza
Barrio Montenegro,-33.44489516183895,-70.58454131267017,"Ñuñoa, Santiago de Chile",Assaggio Caffe,5570b454498e9146678fe2a9,12,-33.444498001844856,-70.58587926258193,Coffee Shop
Barrio Montenegro,-33.44489516183895,-70.58454131267017,"Ñuñoa, Santiago de Chile",Restaurant Voy y Vuelvo,4b686d9cf964a520ee772be3,32,-33.444357167035704,-70.58569714552414,South American Restaurant
Barrio Montenegro,-33.44489516183895,-70.58454131267017,"Ñuñoa, Santiago de Chile",Las Delicias de Pucara,4f331ca0e4b05255bdf0d0f4,18,-33.444484380952794,-70.58634614404725,Bakery
Barrio Montenegro,-33.44489516183895,-70.58454131267017,"Ñuñoa, Santiago de Chile",Panaderia Pan y Miel,4c1959b06a21c9b67272ca97,46,-33.44471021250742,-70.58134702382435,Bakery
Barrio Montenegro,-33.44489516183895,-70.58454131267017,"Ñuñoa, Santiago de Chile",Plaza Pucará,50c24860e4b09f0680ab8b43,7,-33.44537538014772,-70.58625107416147,Park
Barrio Montenegro,-33.44489516183895,-70.58454131267017,"Ñuñoa, Santiago de Chile",Cafe Mediterraneo,4b9578bcf964a52050a434e3,48,-33.44672089742982,-70.58320840460043,Café
Barrio Montenegro,-33.44489516183895,-70.58454131267017,"Ñuñoa, Santiago de Chile",Emporio Animal,4d7e532de7e1721ea268de0b,3,-33.444685636702935,-70.58570497580867,Pet Store
Barrio Montenegro,-33.44489516183895,-70.58454131267017,"Ñuñoa, Santiago de Chile",Chang Ming,4d8239c9d95df04d279c52bc,1,-33.444603,-70.582111,Chinese Restaurant
Barrio Montenegro,-33.44489516183895,-70.58454131267017,"Ñuñoa, Santiago de Chile",MioSushi,511aaa38e4b01dae760b3434,0,-33.444572034264006,-70.58141750203407,Asian Restaurant
Barrio Los Guindos o Plaza Egaña,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",La Finestra,5215510011d2380fd1ffce9e,310,-33.45567369384937,-70.5947764348526,Italian Restaurant
Barrio Los Guindos o Plaza Egaña,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",Fuente Suiza,4b5884e3f964a520c55b28e3,925,-33.45525860794065,-70.5960106773589,Sandwich Place
